#This is the full journey report starting at time 0
#For every pair of vertices, the foremost and shortest journeys are displayed
#Each edge is in the form (originNode[traversalTime]destinationNode)

#This report is for the trace: null
#Uploaded to DTNTES by: null
#No link to the trace was provided

Shortest Journey: 30 [49] 42

Node 30 to node 43
Foremost Journey: 30 [49] 43
Shortest Journey: 30 [49] 43

Node 30 to node 44
Foremost Journey: 30 [49] 44
Shortest Journey: 30 [49] 44

Node 30 to node 45
Foremost Journey: 30 [49] 45
Shortest Journey: 30 [49] 45

Node 30 to node 46
Foremost Journey: 30 [49] 46
Shortest Journey: 30 [49] 46

Node 30 to node 47
Foremost Journey: 30 [49] 47
Shortest Journey: 30 [49] 47

Node 30 to node 48
Foremost Journey: 30 [49] 48
Shortest Journey: 30 [49] 48

Node 30 to node 49
Foremost Journey: 30 [49] 49
Shortest Journey: 30 [49] 49

Node 31 to node 0
Foremost Journey: 31 [49] 0
Shortest Journey: 31 [49] 0

Node 31 to node 1
Foremost Journey: 31 [49] 1
Shortest Journey: 31 [49] 1

Node 31 to node 2
Foremost Journey: 31 [49] 2
Shortest Journey: 31 [49] 2

Node 31 to node 3
Foremost Journey: 31 [49] 3
Shortest Journey: 31 [49] 3

Node 31 to node 4
Foremost Journey: 31 [49] 4
Shortest Journey: 31 [49] 4

Node 31 to node 5
Foremost Journey: 31 [49] 5
Shortest Journey: 31 [49] 5

Node 31 to node 6
Foremost Journey: 31 [49] 6
Shortest Journey: 31 [49] 6

Node 31 to node 7
Foremost Journey: 31 [49] 7
Shortest Journey: 31 [49] 7

Node 31 to node 8
Foremost Journey: 31 [49] 8
Shortest Journey: 31 [49] 8

Node 31 to node 9
Foremost Journey: 31 [49] 9
Shortest Journey: 31 [49] 9

Node 31 to node 10
Foremost Journey: 31 [49] 10
Shortest Journey: 31 [49] 10

Node 31 to node 11
Foremost Journey: 31 [49] 11
Shortest Journey: 31 [49] 11

Node 31 to node 12
Foremost Journey: 31 [49] 12
Shortest Journey: 31 [49] 12

Node 31 to node 13
Foremost Journey: 31 [49] 13
Shortest Journey: 31 [49] 13

Node 31 to node 14
Foremost Journey: 31 [49] 14
Shortest Journey: 31 [49] 14

Node 31 to node 15
Foremost Journey: 31 [49] 15
Shortest Journey: 31 [49] 15

Node 31 to node 16
Foremost Journey: 31 [49] 16
Shortest Journey: 31 [49] 16

Node 31 to node 17
Foremost Journey: 31 [49] 17
Shortest Journey: 31 [49] 17

Node 31 to node 18
Foremost Journey: 31 [49] 18
Shortest Journey: 31 [49] 18

Node 31 to node 19
Foremost Journey: 31 [49] 19
Shortest Journey: 31 [49] 19

Node 31 to node 20
Foremost Journey: 31 [49] 20
Shortest Journey: 31 [49] 20

Node 31 to node 21
Foremost Journey: 31 [49] 21
Shortest Journey: 31 [49] 21

Node 31 to node 22
Foremost Journey: 31 [49] 22
Shortest Journey: 31 [49] 22

Node 31 to node 23
Foremost Journey: 31 [49] 23
Shortest Journey: 31 [49] 23

Node 31 to node 24
Foremost Journey: 31 [49] 24
Shortest Journey: 31 [49] 24

Node 31 to node 25
Foremost Journey: 31 [49] 25
Shortest Journey: 31 [49] 25

Node 31 to node 26
Foremost Journey: 31 [49] 26
Shortest Journey: 31 [49] 26

Node 31 to node 27
Foremost Journey: 31 [49] 27
Shortest Journey: 31 [49] 27

Node 31 to node 28
Foremost Journey: 31 [49] 28
Shortest Journey: 31 [49] 28

Node 31 to node 29
Foremost Journey: 31 [49] 29
Shortest Journey: 31 [49] 29

Node 31 to node 30
Foremost Journey: 31 [49] 30
Shortest Journey: 31 [49] 30

Node 31 to node 32
Foremost Journey: 31 [49] 32
Shortest Journey: 31 [49] 32

Node 31 to node 33
Foremost Journey: 31 [49] 33
Shortest Journey: 31 [49] 33

Node 31 to node 34
Foremost Journey: 31 [49] 34
Shortest Journey: 31 [49] 34

Node 31 to node 35
Foremost Journey: 31 [49] 35
Shortest Journey: 31 [49] 35

Node 31 to node 36
Foremost Journey: 31 [49] 36
Shortest Journey: 31 [49] 36

Node 31 to node 37
Foremost Journey: 31 [49] 37
Shortest Journey: 31 [49] 37

Node 31 to node 38
Foremost Journey: 31 [49] 38
Shortest Journey: 31 [49] 38

Node 31 to node 39
Foremost Journey: 31 [49] 39
Shortest Journey: 31 [49] 39

Node 31 to node 40
Foremost Journey: 31 [49] 40
Shortest Journey: 31 [49] 40

Node 31 to node 41
Foremost Journey: 31 [49] 41
Shortest Journey: 31 [49] 41

Node 31 to node 42
Foremost Journey: 31 [49] 42
Shortest Journey: 31 [49] 42

Node 31 to node 43
Foremost Journey: 31 [49] 43
Shortest Journey: 31 [49] 43

Node 31 to node 44
Foremost Journey: 31 [49] 44
Shortest Journey: 31 [49] 44

Node 31 to node 45
Foremost Journey: 31 [49] 45
Shortest Journey: 31 [49] 45

Node 31 to node 46
Foremost Journey: 31 [49] 46
Shortest Journey: 31 [49] 46

Node 31 to node 47
Foremost Journey: 31 [49] 47
Shortest Journey: 31 [49] 47

Node 31 to node 48
Foremost Journey: 31 [49] 48
Shortest Journey: 31 [49] 48

Node 31 to node 49
Foremost Journey: 31 [49] 49
Shortest Journey: 31 [49] 49

Node 32 to node 0
Foremost Journey: 32 [49] 0
Shortest Journey: 32 [49] 0

Node 32 to node 1
Foremost Journey: 32 [49] 1
Shortest Journey: 32 [49] 1

Node 32 to node 2
Foremost Journey: 32 [49] 2
Shortest Journey: 32 [49] 2

Node 32 to node 3
Foremost Journey: 32 [49] 3
Shortest Journey: 32 [49] 3

Node 32 to node 4
Foremost Journey: 32 [49] 4
Shortest Journey: 32 [49] 4

Node 32 to node 5
Foremost Journey: 32 [49] 5
Shortest Journey: 32 [49] 5

Node 32 to node 6
Foremost Journey: 32 [49] 6
Shortest Journey: 32 [49] 6

Node 32 to node 7
Foremost Journey: 32 [49] 7
Shortest Journey: 32 [49] 7

Node 32 to node 8
Foremost Journey: 32 [49] 8
Shortest Journey: 32 [49] 8

Node 32 to node 9
Foremost Journey: 32 [49] 9
Shortest Journey: 32 [49] 9

Node 32 to node 10
Foremost Journey: 32 [49] 10
Shortest Journey: 32 [49] 10

Node 32 to node 11
Foremost Journey: 32 [49] 11
Shortest Journey: 32 [49] 11

Node 32 to node 12
Foremost Journey: 32 [49] 12
Shortest Journey: 32 [49] 12

Node 32 to node 13
Foremost Journey: 32 [49] 13
Shortest Journey: 32 [49] 13

Node 32 to node 14
Foremost Journey: 32 [49] 14
Shortest Journey: 32 [49] 14

Node 32 to node 15
Foremost Journey: 32 [49] 15
Shortest Journey: 32 [49] 15

Node 32 to node 16
Foremost Journey: 32 [49] 16
Shortest Journey: 32 [49] 16

Node 32 to node 17
Foremost Journey: 32 [49] 17
Shortest Journey: 32 [49] 17

Node 32 to node 18
Foremost Journey: 32 [49] 18
Shortest Journey: 32 [49] 18

Node 32 to node 19
Foremost Journey: 32 [49] 19
Shortest Journey: 32 [49] 19

Node 32 to node 20
Foremost Journey: 32 [49] 20
Shortest Journey: 32 [49] 20

Node 32 to node 21
Foremost Journey: 32 [49] 21
Shortest Journey: 32 [49] 21

Node 32 to node 22
Foremost Journey: 32 [49] 22
Shortest Journey: 32 [49] 22

Node 32 to node 23
Foremost Journey: 32 [49] 23
Shortest Journey: 32 [49] 23

Node 32 to node 24
Foremost Journey: 32 [49] 24
Shortest Journey: 32 [49] 24

Node 32 to node 25
Foremost Journey: 32 [49] 25
Shortest Journey: 32 [49] 25

Node 32 to node 26
Foremost Journey: 32 [49] 26
Shortest Journey: 32 [49] 26

Node 32 to node 27
Foremost Journey: 32 [49] 27
Shortest Journey: 32 [49] 27

Node 32 to node 28
Foremost Journey: 32 [49] 28
Shortest Journey: 32 [49] 28

Node 32 to node 29
Foremost Journey: 32 [49] 29
Shortest Journey: 32 [49] 29

Node 32 to node 30
Foremost Journey: 32 [49] 30
Shortest Journey: 32 [49] 30

Node 32 to node 31
Foremost Journey: 32 [49] 31
Shortest Journey: 32 [49] 31

Node 32 to node 33
Foremost Journey: 32 [49] 33
Shortest Journey: 32 [49] 33

Node 32 to node 34
Foremost Journey: 32 [49] 34
Shortest Journey: 32 [49] 34

Node 32 to node 35
Foremost Journey: 32 [49] 35
Shortest Journey: 32 [49] 35

Node 32 to node 36
Foremost Journey: 32 [49] 36
Shortest Journey: 32 [49] 36

Node 32 to node 37
Foremost Journey: 32 [49] 37
Shortest Journey: 32 [49] 37

Node 32 to node 38
Foremost Journey: 32 [49] 38
Shortest Journey: 32 [49] 38

Node 32 to node 39
Foremost Journey: 32 [49] 39
Shortest Journey: 32 [49] 39

Node 32 to node 40
Foremost Journey: 32 [49] 40
Shortest Journey: 32 [49] 40

Node 32 to node 41
Foremost Journey: 32 [49] 41
Shortest Journey: 32 [49] 41

Node 32 to node 42
Foremost Journey: 32 [49] 42
Shortest Journey: 32 [49] 42

Node 32 to node 43
Foremost Journey: 32 [49] 43
Shortest Journey: 32 [49] 43

Node 32 to node 44
Foremost Journey: 32 [49] 44
Shortest Journey: 32 [49] 44

Node 32 to node 45
Foremost Journey: 32 [49] 45
Shortest Journey: 32 [49] 45

Node 32 to node 46
Foremost Journey: 32 [49] 46
Shortest Journey: 32 [49] 46

Node 32 to node 47
Foremost Journey: 32 [49] 47
Shortest Journey: 32 [49] 47

Node 32 to node 48
Foremost Journey: 32 [49] 48
Shortest Journey: 32 [49] 48

Node 32 to node 49
Foremost Journey: 32 [49] 49
Shortest Journey: 32 [49] 49

Node 33 to node 0
Foremost Journey: 33 [49] 0
Shortest Journey: 33 [49] 0

Node 33 to node 1
Foremost Journey: 33 [49] 1
Shortest Journey: 33 [49] 1

Node 33 to node 2
Foremost Journey: 33 [49] 2
Shortest Journey: 33 [49] 2

Node 33 to node 3
Foremost Journey: 33 [49] 3
Shortest Journey: 33 [49] 3

Node 33 to node 4
Foremost Journey: 33 [49] 4
Shortest Journey: 33 [49] 4

Node 33 to node 5
Foremost Journey: 33 [49] 5
Shortest Journey: 33 [49] 5

Node 33 to node 6
Foremost Journey: 33 [49] 6
Shortest Journey: 33 [49] 6

Node 33 to node 7
Foremost Journey: 33 [49] 7
Shortest Journey: 33 [49] 7

Node 33 to node 8
Foremost Journey: 33 [49] 8
Shortest Journey: 33 [49] 8

Node 33 to node 9
Foremost Journey: 33 [49] 9
Shortest Journey: 33 [49] 9

Node 33 to node 10
Foremost Journey: 33 [49] 10
Shortest Journey: 33 [49] 10

Node 33 to node 11
Foremost Journey: 33 [49] 11
Shortest Journey: 33 [49] 11

Node 33 to node 12
Foremost Journey: 33 [49] 12
Shortest Journey: 33 [49] 12

Node 33 to node 13
Foremost Journey: 33 [49] 13
Shortest Journey: 33 [49] 13

Node 33 to node 14
Foremost Journey: 33 [49] 14
Shortest Journey: 33 [49] 14

Node 33 to node 15
Foremost Journey: 33 [49] 15
Shortest Journey: 33 [49] 15

Node 33 to node 16
Foremost Journey: 33 [49] 16
Shortest Journey: 33 [49] 16

Node 33 to node 17
Foremost Journey: 33 [49] 17
Shortest Journey: 33 [49] 17

Node 33 to node 18
Foremost Journey: 33 [49] 18
Shortest Journey: 33 [49] 18

Node 33 to node 19
Foremost Journey: 33 [49] 19
Shortest Journey: 33 [49] 19

Node 33 to node 20
Foremost Journey: 33 [49] 20
Shortest Journey: 33 [49] 20

Node 33 to node 21
Foremost Journey: 33 [49] 21
Shortest Journey: 33 [49] 21

Node 33 to node 22
Foremost Journey: 33 [49] 22
Shortest Journey: 33 [49] 22

Node 33 to node 23
Foremost Journey: 33 [49] 23
Shortest Journey: 33 [49] 23

Node 33 to node 24
Foremost Journey: 33 [49] 24
Shortest Journey: 33 [49] 24

Node 33 to node 25
Foremost Journey: 33 [49] 25
Shortest Journey: 33 [49] 25

Node 33 to node 26
Foremost Journey: 33 [49] 26
Shortest Journey: 33 [49] 26

Node 33 to node 27
Foremost Journey: 33 [49] 27
Shortest Journey: 33 [49] 27

Node 33 to node 28
Foremost Journey: 33 [49] 28
Shortest Journey: 33 [49] 28

Node 33 to node 29
Foremost Journey: 33 [49] 29
Shortest Journey: 33 [49] 29

Node 33 to node 30
Foremost Journey: 33 [49] 30
Shortest Journey: 33 [49] 30

Node 33 to node 31
Foremost Journey: 33 [49] 31
Shortest Journey: 33 [49] 31

Node 33 to node 32
Foremost Journey: 33 [49] 32
Shortest Journey: 33 [49] 32

Node 33 to node 34
Foremost Journey: 33 [49] 34
Shortest Journey: 33 [49] 34

Node 33 to node 35
Foremost Journey: 33 [49] 35
Shortest Journey: 33 [49] 35

Node 33 to node 36
Foremost Journey: 33 [49] 36
Shortest Journey: 33 [49] 36

Node 33 to node 37
Foremost Journey: 33 [49] 37
Shortest Journey: 33 [49] 37

Node 33 to node 38
Foremost Journey: 33 [49] 38
Shortest Journey: 33 [49] 38

Node 33 to node 39
Foremost Journey: 33 [49] 39
Shortest Journey: 33 [49] 39

Node 33 to node 40
Foremost Journey: 33 [49] 40
Shortest Journey: 33 [49] 40

Node 33 to node 41
Foremost Journey: 33 [49] 41
Shortest Journey: 33 [49] 41

Node 33 to node 42
Foremost Journey: 33 [49] 42
Shortest Journey: 33 [49] 42

Node 33 to node 43
Foremost Journey: 33 [49] 43
Shortest Journey: 33 [49] 43

Node 33 to node 44
Foremost Journey: 33 [49] 44
Shortest Journey: 33 [49] 44

Node 33 to node 45
Foremost Journey: 33 [49] 45
Shortest Journey: 33 [49] 45

Node 33 to node 46
Foremost Journey: 33 [49] 46
Shortest Journey: 33 [49] 46

Node 33 to node 47
Foremost Journey: 33 [49] 47
Shortest Journey: 33 [49] 47

Node 33 to node 48
Foremost Journey: 33 [49] 48
Shortest Journey: 33 [49] 48

Node 33 to node 49
Foremost Journey: 33 [49] 49
Shortest Journey: 33 [49] 49

Node 34 to node 0
Foremost Journey: 34 [49] 0
Shortest Journey: 34 [49] 0

Node 34 to node 1
Foremost Journey: 34 [49] 1
Shortest Journey: 34 [49] 1

Node 34 to node 2
Foremost Journey: 34 [49] 2
Shortest Journey: 34 [49] 2

Node 34 to node 3
Foremost Journey: 34 [49] 3
Shortest Journey: 34 [49] 3

Node 34 to node 4
Foremost Journey: 34 [49] 4
Shortest Journey: 34 [49] 4

Node 34 to node 5
Foremost Journey: 34 [49] 5
Shortest Journey: 34 [49] 5

Node 34 to node 6
Foremost Journey: 34 [49] 6
Shortest Journey: 34 [49] 6

Node 34 to node 7
Foremost Journey: 34 [49] 7
Shortest Journey: 34 [49] 7

Node 34 to node 8
Foremost Journey: 34 [49] 8
Shortest Journey: 34 [49] 8

Node 34 to node 9
Foremost Journey: 34 [49] 9
Shortest Journey: 34 [49] 9

Node 34 to node 10
Foremost Journey: 34 [49] 10
Shortest Journey: 34 [49] 10

Node 34 to node 11
Foremost Journey: 34 [49] 11
Shortest Journey: 34 [49] 11

Node 34 to node 12
Foremost Journey: 34 [49] 12
Shortest Journey: 34 [49] 12

Node 34 to node 13
Foremost Journey: 34 [49] 13
Shortest Journey: 34 [49] 13

Node 34 to node 14
Foremost Journey: 34 [49] 14
Shortest Journey: 34 [49] 14

Node 34 to node 15
Foremost Journey: 34 [49] 15
Shortest Journey: 34 [49] 15

Node 34 to node 16
Foremost Journey: 34 [49] 16
Shortest Journey: 34 [49] 16

Node 34 to node 17
Foremost Journey: 34 [49] 17
Shortest Journey: 34 [49] 17

Node 34 to node 18
Foremost Journey: 34 [49] 18
Shortest Journey: 34 [49] 18

Node 34 to node 19
Foremost Journey: 34 [49] 19
Shortest Journey: 34 [49] 19

Node 34 to node 20
Foremost Journey: 34 [49] 20
Shortest Journey: 34 [49] 20

Node 34 to node 21
Foremost Journey: 34 [49] 21
Shortest Journey: 34 [49] 21

Node 34 to node 22
Foremost Journey: 34 [49] 22
Shortest Journey: 34 [49] 22

Node 34 to node 23
Foremost Journey: 34 [49] 23
Shortest Journey: 34 [49] 23

Node 34 to node 24
Foremost Journey: 34 [49] 24
Shortest Journey: 34 [49] 24

Node 34 to node 25
Foremost Journey: 34 [49] 25
Shortest Journey: 34 [49] 25

Node 34 to node 26
Foremost Journey: 34 [49] 26
Shortest Journey: 34 [49] 26

Node 34 to node 27
Foremost Journey: 34 [49] 27
Shortest Journey: 34 [49] 27

Node 34 to node 28
Foremost Journey: 34 [49] 28
Shortest Journey: 34 [49] 28

Node 34 to node 29
Foremost Journey: 34 [49] 29
Shortest Journey: 34 [49] 29

Node 34 to node 30
Foremost Journey: 34 [49] 30
Shortest Journey: 34 [49] 30

Node 34 to node 31
Foremost Journey: 34 [49] 31
Shortest Journey: 34 [49] 31

Node 34 to node 32
Foremost Journey: 34 [49] 32
Shortest Journey: 34 [49] 32

Node 34 to node 33
Foremost Journey: 34 [49] 33
Shortest Journey: 34 [49] 33

Node 34 to node 35
Foremost Journey: 34 [49] 35
Shortest Journey: 34 [49] 35

Node 34 to node 36
Foremost Journey: 34 [49] 36
Shortest Journey: 34 [49] 36

Node 34 to node 37
Foremost Journey: 34 [49] 37
Shortest Journey: 34 [49] 37

Node 34 to node 38
Foremost Journey: 34 [49] 38
Shortest Journey: 34 [49] 38

Node 34 to node 39
Foremost Journey: 34 [49] 39
Shortest Journey: 34 [49] 39

Node 34 to node 40
Foremost Journey: 34 [49] 40
Shortest Journey: 34 [49] 40

Node 34 to node 41
Foremost Journey: 34 [49] 41
Shortest Journey: 34 [49] 41

Node 34 to node 42
Foremost Journey: 34 [49] 42
Shortest Journey: 34 [49] 42

Node 34 to node 43
Foremost Journey: 34 [49] 43
Shortest Journey: 34 [49] 43

Node 34 to node 44
Foremost Journey: 34 [49] 44
Shortest Journey: 34 [49] 44

Node 34 to node 45
Foremost Journey: 34 [49] 45
Shortest Journey: 34 [49] 45

Node 34 to node 46
Foremost Journey: 34 [49] 46
Shortest Journey: 34 [49] 46

Node 34 to node 47
Foremost Journey: 34 [49] 47
Shortest Journey: 34 [49] 47

Node 34 to node 48
Foremost Journey: 34 [49] 48
Shortest Journey: 34 [49] 48

Node 34 to node 49
Foremost Journey: 34 [49] 49
Shortest Journey: 34 [49] 49

Node 35 to node 0
Foremost Journey: 35 [49] 0
Shortest Journey: 35 [49] 0

Node 35 to node 1
Foremost Journey: 35 [49] 1
Shortest Journey: 35 [49] 1

Node 35 to node 2
Foremost Journey: 35 [49] 2
Shortest Journey: 35 [49] 2

Node 35 to node 3
Foremost Journey: 35 [49] 3
Shortest Journey: 35 [49] 3

Node 35 to node 4
Foremost Journey: 35 [49] 4
Shortest Journey: 35 [49] 4

Node 35 to node 5
Foremost Journey: 35 [49] 5
Shortest Journey: 35 [49] 5

Node 35 to node 6
Foremost Journey: 35 [49] 6
Shortest Journey: 35 [49] 6

Node 35 to node 7
Foremost Journey: 35 [49] 7
Shortest Journey: 35 [49] 7

Node 35 to node 8
Foremost Journey: 35 [49] 8
Shortest Journey: 35 [49] 8

Node 35 to node 9
Foremost Journey: 35 [49] 9
Shortest Journey: 35 [49] 9

Node 35 to node 10
Foremost Journey: 35 [49] 10
Shortest Journey: 35 [49] 10

Node 35 to node 11
Foremost Journey: 35 [49] 11
Shortest Journey: 35 [49] 11

Node 35 to node 12
Foremost Journey: 35 [49] 12
Shortest Journey: 35 [49] 12

Node 35 to node 13
Foremost Journey: 35 [49] 13
Shortest Journey: 35 [49] 13

Node 35 to node 14
Foremost Journey: 35 [49] 14
Shortest Journey: 35 [49] 14

Node 35 to node 15
Foremost Journey: 35 [49] 15
Shortest Journey: 35 [49] 15

Node 35 to node 16
Foremost Journey: 35 [49] 16
Shortest Journey: 35 [49] 16

Node 35 to node 17
Foremost Journey: 35 [49] 17
Shortest Journey: 35 [49] 17

Node 35 to node 18
Foremost Journey: 35 [49] 18
Shortest Journey: 35 [49] 18

Node 35 to node 19
Foremost Journey: 35 [49] 19
Shortest Journey: 35 [49] 19

Node 35 to node 20
Foremost Journey: 35 [49] 20
Shortest Journey: 35 [49] 20

Node 35 to node 21
Foremost Journey: 35 [49] 21
Shortest Journey: 35 [49] 21

Node 35 to node 22
Foremost Journey: 35 [49] 22
Shortest Journey: 35 [49] 22

Node 35 to node 23
Foremost Journey: 35 [49] 23
Shortest Journey: 35 [49] 23

Node 35 to node 24
Foremost Journey: 35 [49] 24
Shortest Journey: 35 [49] 24

Node 35 to node 25
Foremost Journey: 35 [49] 25
Shortest Journey: 35 [49] 25

Node 35 to node 26
Foremost Journey: 35 [49] 26
Shortest Journey: 35 [49] 26

Node 35 to node 27
Foremost Journey: 35 [49] 27
Shortest Journey: 35 [49] 27

Node 35 to node 28
Foremost Journey: 35 [49] 28
Shortest Journey: 35 [49] 28

Node 35 to node 29
Foremost Journey: 35 [49] 29
Shortest Journey: 35 [49] 29

Node 35 to node 30
Foremost Journey: 35 [49] 30
Shortest Journey: 35 [49] 30

Node 35 to node 31
Foremost Journey: 35 [49] 31
Shortest Journey: 35 [49] 31

Node 35 to node 32
Foremost Journey: 35 [49] 32
Shortest Journey: 35 [49] 32

Node 35 to node 33
Foremost Journey: 35 [49] 33
Shortest Journey: 35 [49] 33

Node 35 to node 34
Foremost Journey: 35 [49] 34
Shortest Journey: 35 [49] 34

Node 35 to node 36
Foremost Journey: 35 [49] 36
Shortest Journey: 35 [49] 36

Node 35 to node 37
Foremost Journey: 35 [49] 37
Shortest Journey: 35 [49] 37

Node 35 to node 38
Foremost Journey: 35 [49] 38
Shortest Journey: 35 [49] 38

Node 35 to node 39
Foremost Journey: 35 [49] 39
Shortest Journey: 35 [49] 39

Node 35 to node 40
Foremost Journey: 35 [49] 40
Shortest Journey: 35 [49] 40

Node 35 to node 41
Foremost Journey: 35 [49] 41
Shortest Journey: 35 [49] 41
